"id","date","venue","temperature","precipitation"
21700523,"2017-12-29","American Airlines Center",40.4,0
21700524,"2017-12-29","United Center",11.9,0
21700525,"2017-12-29","Smoothie King Center",44.38,0
21700526,"2017-12-29","Chesapeake Energy Arena",37.35,0
21700527,"2017-12-29","Golden 1 Center",60.33,0
21700528,"2017-12-29","Oracle Arena",61.8,0
21700529,"2017-12-29","Staples Center",80.21,0
21700530,"2017-12-30","Little Caesars Arena",18.01,0
21700531,"2017-12-30","Amway Center",52.12,0
21700532,"2017-12-30","Smoothie King Center",51.02,0
21700533,"2017-12-30","State Farm Arena",45.9,0
21700534,"2017-12-30","Vivint Smart Home Arena",51.86,0
21700535,"2017-12-30","Oracle Arena",60.87,0
21700536,"2017-12-30","Pepsi Center",59.51,0
21700537,"2017-12-31","Capital Center",29.78,0
21700538,"2017-12-31","Bankers Life Fieldhouse",5.12,0
21700539,"2017-12-31","Td Garden",15.68,0
21700540,"2017-12-31","Toyota Center",57.01,0
21700541,"2017-12-31","Chesapeake Energy Arena",19.42,0
21700542,"2017-12-31","Staples Center",71.09,0
21700543,"2017-12-31","Golden 1 Center",60.08,0
21700544,"2017-12-31","Talking Stick Resort Arena",76.72,0
21700545,"2018-01-01","Barclays Center",12.53,0
21700546,"2018-01-01","Scotiabank Arena",5.06,0
21700547,"2018-01-01","United Center",10.11,0
21700548,"2018-01-01","Target Center",-6.73,0
21700549,"2018-01-02","Quicken Loans Arena",10.15,0
21700550,"2018-01-02","Madison Square Garden",16.97,0
21700551,"2018-01-02","Talking Stick Resort Arena",74.34,0
21700552,"2018-01-02","Golden 1 Center",64.4,0
21700553,"2018-01-02","Staples Center",69.25,0
21700554,"2018-01-03","Amway Center",49.68,0
21700555,"2018-01-03","Wells Fargo Arena",75.56,0
21700556,"2018-01-03","Capital Center",21.08,0
21700557,"2018-01-03","Barclays Center",23.04,0
21700558,"2018-01-03","American Airlines Center",25.61,0
21700559,"2018-01-03","Td Garden",15.19,0
21700560,"2018-01-03","United Center",2.97,0
21700561,"2018-01-03","Fiserv Forum",7.62,0
21700562,"2018-01-03","American Airlines Center",25.61,0
21700563,"2018-01-03","Pepsi Center",43.41,0
21700564,"2018-01-03","Vivint Smart Home Arena",41.4,0
21700565,"2018-01-03","Staples Center",75.08,0
21700566,"2018-01-04","Toyota Center",45.36,0
21700567,"2018-01-04","Staples Center",74.23,0
21700568,"2018-01-05","American Airlines Center",47.81,0
21700569,"2018-01-05","Wells Fargo Arena",77.54,0
21700570,"2018-01-05","Td Garden",26.71,0.0042
21700571,"2018-01-05","Fiserv Forum",7.01,0
21700572,"2018-01-05","American Airlines Center",47.81,0
21700573,"2018-01-05","At&t Center",54.95,0
21700574,"2018-01-05","Pepsi Center",50.39,0
21700575,"2018-01-05","Fedex Forum",25.98,0
21700576,"2018-01-05","Moda Center",45.35,0
21700577,"2018-01-05","Staples Center",74.53,0
21700578,"2018-01-06","Staples Center",70.36,0
21700579,"2018-01-06","Barclays Center",14.57,0
21700580,"2018-01-06","Little Caesars Arena",4.07,0
21700581,"2018-01-06","Bankers Life Fieldhouse",5.94,0
21700582,"2018-01-06","Amway Center",47.52,0
21700583,"2018-01-06","Capital Center",15.22,0
21700584,"2018-01-06","Target Center",0.83,0
21700585,"2018-01-06","Golden 1 Center",60.49,0.0267
21700586,"2018-01-07","American Airlines Center",61.04,0
21700587,"2018-01-07","American Airlines Center",61.04,0
21700588,"2018-01-07","Talking Stick Resort Arena",73.84,0
21700589,"2018-01-07","Moda Center",48.64,0.0003
21700590,"2018-01-07","Staples Center",68.55,0
21700591,"2018-01-08","Bankers Life Fieldhouse",32.54,0
21700592,"2018-01-08","Barclays Center",16.87,0
21700593,"2018-01-08","United Center",29.04,0
21700594,"2018-01-08","Target Center",27.45,0
21700595,"2018-01-08","Smoothie King Center",60.62,0
21700596,"2018-01-08","Golden 1 Center",51.15,0
21700597,"2018-01-08","Oracle Arena",52.84,0
21700598,"2018-01-08","Staples Center",71.38,0
21700599,"2018-01-09","Scotiabank Arena",36.54,0.0047
21700600,"2018-01-09","Chesapeake Energy Arena",53.37,0
21700601,"2018-01-09","American Airlines Center",58.4,0
21700602,"2018-01-09","Staples Center",62.06,0.0424
21700603,"2018-01-10","Spectrum Center",56.05,0
21700604,"2018-01-10","Bankers Life Fieldhouse",34.2,0
21700605,"2018-01-10","Capital Center",40.76,0
21700606,"2018-01-10","Barclays Center",38.55,0
21700607,"2018-01-10","Madison Square Garden",38.58,0
21700608,"2018-01-10","Toyota Center",53.82,0
21700609,"2018-01-10","Fedex Forum",47.67,0
21700610,"2018-01-10","Fiserv Forum",33.24,0
21700611,"2018-01-10","Target Center",39.99,0.0004
21700612,"2018-01-10","Pepsi Center",64.84,0
21700613,"2018-01-10","Oracle Arena",56.66,0.001
21700614,"2018-01-11","Wells Fargo Arena",62.45,0
21700615,"2018-01-11","Scotiabank Arena",35.01,0.008
21700616,"2018-01-11","Golden 1 Center",56.49,0
21700617,"2018-01-11","Staples Center",63.79,0.0004
21700618,"2018-01-12","Spectrum Center",61.26,0
21700619,"2018-01-12","Bankers Life Fieldhouse",56.99,0.0139
21700620,"2018-01-12","Capital Center",58.29,0
21700621,"2018-01-12","State Farm Arena",57.67,0.0036
21700622,"2018-01-12","Fiserv Forum",44.37,0.0158
21700623,"2018-01-12","Target Center",7.97,0
21700624,"2018-01-12","Smoothie King Center",69.09,0.0008
21700625,"2018-01-12","Pepsi Center",41.58,0
21700626,"2018-01-12","Talking Stick Resort Arena",68.94,0
21700627,"2018-01-13","American Airlines Center",42.53,0
21700628,"2018-01-13","Staples Center",73.11,0
21700629,"2018-01-13","Spectrum Center",57.05,0.1399
21700630,"2018-01-13","Capital Center",64.63,0.0034
21700631,"2018-01-13","Scotiabank Arena",17.65,0.0032
21700632,"2018-01-13","United Center",20.95,0
21700633,"2018-01-13","At&t Center",60.11,0
21700634,"2018-01-14","American Airlines Center",44.68,0
21700635,"2018-01-14","Madison Square Garden",25.65,0
21700636,"2018-01-14","Talking Stick Resort Arena",78.38,0
21700637,"2018-01-14","Target Center",2.25,0
21700638,"2018-01-15","Little Caesars Arena",18.16,0
21700639,"2018-01-15","Wells Fargo Arena",78.2,0
21700640,"2018-01-15","Capital Center",23.12,0
21700641,"2018-01-15","State Farm Arena",35.43,0
21700642,"2018-01-15","Barclays Center",21.48,0
21700643,"2018-01-15","Chesapeake Energy Arena",49.61,0
21700644,"2018-01-15","United Center",19.73,0
21700645,"2018-01-15","Fedex Forum",29.97,0.0015
21700646,"2018-01-15","Quicken Loans Arena",14.77,0
21700647,"2018-01-15","Vivint Smart Home Arena",48.39,0
21700648,"2018-01-15","Staples Center",81.19,0
21700649,"2018-01-16","Amway Center",54.61,0
21700650,"2018-01-16","Td Garden",19.62,0
21700651,"2018-01-16","Pepsi Center",19.39,0
21700652,"2018-01-16","Moda Center",53.48,0
21700653,"2018-01-17","Spectrum Center",44.38,0
21700654,"2018-01-17","State Farm Arena",43.54,0
21700655,"2018-01-17","Barclays Center",34.32,0
21700656,"2018-01-17","Scotiabank Arena",24.87,0
21700657,"2018-01-17","United Center",21.71,0
21700658,"2018-01-17","Fedex Forum",13.26,0
21700659,"2018-01-17","Fiserv Forum",19.88,0
21700660,"2018-01-17","Chesapeake Energy Arena",18.49,0
21700661,"2018-01-17","Golden 1 Center",58.53,0
21700662,"2018-01-17","Staples Center",69.8,0
21700663,"2018-01-18","Td Garden",32.44,0.0015
21700664,"2018-01-18","Quicken Loans Arena",17.49,0
21700665,"2018-01-18","Toyota Center",36.33,0.0045
21700666,"2018-01-18","Moda Center",53.75,0
21700667,"2018-01-19","Scotiabank Arena",23.95,0
21700668,"2018-01-19","Barclays Center",29.45,0
21700669,"2018-01-19","Little Caesars Arena",26.94,0
21700670,"2018-01-19","Fedex Forum",33.93,0.0009
21700671,"2018-01-19","Pepsi Center",63.39,0
21700672,"2018-01-19","Vivint Smart Home Arena",53.31,0
21700673,"2018-01-19","Staples Center",73.92,0
21700674,"2018-01-20","Quicken Loans Arena",36.65,0.0004
21700675,"2018-01-20","State Farm Arena",47.35,0
21700676,"2018-01-20","Spectrum Center",46.82,0
21700677,"2018-01-20","Smoothie King Center",52.06,0
21700678,"2018-01-20","Wells Fargo Arena",75.84,0
21700679,"2018-01-20","Toyota Center",52.22,0.0152
21700680,"2018-01-20","Target Center",40.68,0
21700681,"2018-01-20","Vivint Smart Home Arena",43.91,0.0009
21700682,"2018-01-20","Moda Center",47.09,0.0003
21700683,"2018-01-21","Td Garden",43.5,0.0003
21700684,"2018-01-21","Staples Center",61.56,0
21700685,"2018-01-21","Little Caesars Arena",39.47,0
21700686,"2018-01-21","At&t Center",59.87,0
21700687,"2018-01-22","Spectrum Center",61.56,0
21700688,"2018-01-22","State Farm Arena",63.63,0
21700689,"2018-01-22","Toyota Center",68.75,0.0007
21700690,"2018-01-22","Fedex Forum",66.07,0
21700691,"2018-01-22","Fiserv Forum",35.82,0.0041
21700692,"2018-01-22","Smoothie King Center",65.61,0
21700693,"2018-01-22","American Airlines Center",68.15,0.0374
21700694,"2018-01-22","Pepsi Center",24.89,0.0004
21700695,"2018-01-22","Staples Center",63.39,0
21700696,"2018-01-23","Amway Center",74.11,0
21700697,"2018-01-23","Chesapeake Energy Arena",46.91,0
21700698,"2018-01-23","At&t Center",64.41,0
21700699,"2018-01-23","Oracle Arena",56.4,0
21700700,"2018-01-23","Staples Center",67.75,0
21700701,"2018-01-24","Spectrum Center",56.54,0
21700702,"2018-01-24","Little Caesars Arena",32.83,0
21700703,"2018-01-24","Bankers Life Fieldhouse",33.27,0.0027
21700704,"2018-01-24","Wells Fargo Arena",70.58,0
21700705,"2018-01-24","State Farm Arena",51.18,0
21700706,"2018-01-24","American Airlines Center",57.73,0
21700707,"2018-01-24","Fedex Forum",43.83,0
21700708,"2018-01-24","Moda Center",45.64,0.0424
21700709,"2018-01-24","Staples Center",73.79,0
21700710,"2018-01-25","American Airlines Center",62.78,0
21700711,"2018-01-25","Chesapeake Energy Arena",58.84,0
21700712,"2018-01-25","Pepsi Center",50.54,0.0003
21700713,"2018-01-25","Oracle Arena",53.6,0.0297
21700714,"2018-01-26","Spectrum Center",47.46,0
21700715,"2018-01-26","Quicken Loans Arena",32.42,0
21700716,"2018-01-26","Scotiabank Arena",26.3,0
21700717,"2018-01-26","United Center",42.17,0
21700718,"2018-01-26","Fedex Forum",57.48,0
21700719,"2018-01-26","Fiserv Forum",33.69,0.005
21700720,"2018-01-26","Smoothie King Center",56.26,0
21700721,"2018-01-26","American Airlines Center",64.59,0
21700722,"2018-01-26","At&t Center",58.78,0
21700723,"2018-01-26","Talking Stick Resort Arena",75.19,0
21700724,"2018-01-27","Little Caesars Arena",46.85,0
21700725,"2018-01-27","Bankers Life Fieldhouse",53.45,0
21700726,"2018-01-27","State Farm Arena",54.12,0
21700727,"2018-01-27","American Airlines Center",64.3,0
21700728,"2018-01-27","Oracle Arena",54.98,0
21700729,"2018-01-27","Target Center",41.25,0
21700730,"2018-01-27","Pepsi Center",36.47,0
21700731,"2018-01-28","United Center",45.47,0
21700732,"2018-01-28","Toyota Center",63.88,0.0088
21700733,"2018-01-28","Smoothie King Center",61.44,0.0306
21700734,"2018-01-28","Quicken Loans Arena",46.26,0.0546
21700735,"2018-01-28","Scotiabank Arena",43.84,0
21700736,"2018-01-28","Chesapeake Energy Arena",56.97,0
21700737,"2018-01-28","At&t Center",68,0
21700738,"2018-01-29","Bankers Life Fieldhouse",47.7,0
21700739,"2018-01-29","State Farm Arena",54.24,0.0248
21700740,"2018-01-29","Fedex Forum",55.18,0
21700741,"2018-01-29","Fiserv Forum",28.82,0
21700742,"2018-01-29","American Airlines Center",64.27,0
21700743,"2018-01-29","Pepsi Center",44.72,0
21700744,"2018-01-30","Capital Center",43.58,0
21700745,"2018-01-30","Madison Square Garden",41.55,0
21700746,"2018-01-30","Scotiabank Arena",25.39,0
21700747,"2018-01-30","Little Caesars Arena",21.1,0
21700748,"2018-01-30","Toyota Center",63.39,0
21700749,"2018-01-30","Smoothie King Center",62.33,0
21700750,"2018-01-30","At&t Center",67.79,0
21700751,"2018-01-30","Vivint Smart Home Arena",51.95,0
21700752,"2018-01-30","Staples Center",85.67,0
21700753,"2018-01-31","Bankers Life Fieldhouse",30.78,0
21700754,"2018-01-31","Amway Center",53.12,0
21700755,"2018-01-31","State Farm Arena",41.14,0
21700756,"2018-01-31","Barclays Center",30.2,0.0003
21700757,"2018-01-31","Quicken Loans Arena",20.4,0
21700758,"2018-01-31","Td Garden",29.71,0
21700759,"2018-01-31","Moda Center",48.61,0.0034
21700760,"2018-01-31","Talking Stick Resort Arena",81.07,0
21700761,"2018-02-01","Little Caesars Arena",40.17,0.0003
21700762,"2018-02-01","Capital Center",34.03,0
21700763,"2018-02-01","Target Center",28.14,0
21700764,"2018-02-01","At&t Center",69.97,0
21700765,"2018-02-01","Pepsi Center",44.6,0
21700766,"2018-02-02","Spectrum Center",55.08,0
21700767,"2018-02-02","Td Garden",41.48,0
21700768,"2018-02-02","Barclays Center",41.98,0
21700769,"2018-02-02","Scotiabank Arena",24.23,0
21700770,"2018-02-02","Wells Fargo Arena",79.8,0
21700771,"2018-02-02","Fiserv Forum",9.08,0
21700772,"2018-02-02","Chesapeake Energy Arena",44.64,0
21700773,"2018-02-02","Talking Stick Resort Arena",79.89,0
21700774,"2018-02-02","Golden 1 Center",68.03,0
21700775,"2018-02-03","Staples Center",81.99,0
21700776,"2018-02-03","Little Caesars Arena",18.7,0
21700777,"2018-02-03","Bankers Life Fieldhouse",20.58,0
21700778,"2018-02-03","Amway Center",65.08,0
21700779,"2018-02-03","Quicken Loans Arena",17.68,0
21700780,"2018-02-03","Target Center",9.24,0
21700781,"2018-02-03","At&t Center",57.43,0
21700782,"2018-02-03","Pepsi Center",50.41,0
21700783,"2018-02-03","Golden 1 Center",69.98,0
21700784,"2018-02-04","Td Garden",24.7,0
21700785,"2018-02-04","Barclays Center",29.16,0
21700786,"2018-02-04","Madison Square Garden",29.2,0
21700787,"2018-02-04","Scotiabank Arena",25.23,0
21700788,"2018-02-04","Chesapeake Energy Arena",54.44,0
21700789,"2018-02-04","Talking Stick Resort Arena",78.21,0
21700790,"2018-02-05","Little Caesars Arena",20.88,0.0006
21700791,"2018-02-05","Bankers Life Fieldhouse",25.45,0
21700792,"2018-02-05","American Airlines Center",60.22,0
21700793,"2018-02-05","Smoothie King Center",65.11,0
21700794,"2018-02-05","Pepsi Center",29.35,0
21700795,"2018-02-05","Golden 1 Center",71.87,0
21700796,"2018-02-05","Staples Center",80.45,0
21700797,"2018-02-06","Amway Center",65.89,0
21700798,"2018-02-06","Scotiabank Arena",18.49,0
21700799,"2018-02-06","State Farm Arena",48.78,0
21700800,"2018-02-06","Barclays Center",29.26,0
21700801,"2018-02-06","Madison Square Garden",29.11,0
21700802,"2018-02-06","Wells Fargo Arena",79.87,0
21700803,"2018-02-06","Oracle Arena",75.1,0
21700804,"2018-02-06","Staples Center",77.11,0
21700805,"2018-02-07","Little Caesars Arena",21.53,0
21700806,"2018-02-07","American Airlines Center",35.66,0.0036
21700807,"2018-02-07","Quicken Loans Arena",20.61,0
21700808,"2018-02-07","Fedex Forum",39.91,0
21700809,"2018-03-21","Smoothie King Center",63.68,0
21700810,"2018-02-07","Talking Stick Resort Arena",78.71,0
21700811,"2018-02-08","Amway Center",78.48,0
21700812,"2018-02-08","Scotiabank Arena",22.06,0
21700813,"2018-02-08","Capital Center",36.4,0.0348
21700814,"2018-02-08","Moda Center",58.16,0
21700815,"2018-02-08","Oracle Arena",71.03,0.0011
21700816,"2018-02-08","Staples Center",81.76,0
21700817,"2018-02-09","Little Caesars Arena",20.65,0
21700818,"2018-02-09","Wells Fargo Arena",84.07,0
21700819,"2018-02-09","State Farm Arena",54.32,0
21700820,"2018-02-09","Td Garden",25.77,0
21700821,"2018-02-09","American Airlines Center",58.96,0
21700822,"2018-02-09","United Center",20.61,0
21700823,"2018-02-09","Toyota Center",55.19,0
21700824,"2018-02-09","Vivint Smart Home Arena",56.21,0
21700825,"2018-02-09","Golden 1 Center",73.29,0
21700826,"2018-02-10","Barclays Center",34.14,0
21700827,"2018-02-10","Amway Center",76.55,0
21700828,"2018-02-10","Wells Fargo Arena",81.51,0
21700829,"2018-02-10","United Center",25.29,0
21700830,"2018-02-10","American Airlines Center",66.58,0
21700831,"2018-02-10","Oracle Arena",76.5,0
21700832,"2018-02-10","Talking Stick Resort Arena",81.68,0
21700833,"2018-02-11","Spectrum Center",55.81,0.0013
21700834,"2018-02-11","State Farm Arena",60.83,0.0003
21700835,"2018-02-11","Td Garden",48.31,0.0012
21700836,"2018-02-11","Bankers Life Fieldhouse",28.38,0
21700837,"2018-02-11","Toyota Center",69.08,0.0079
21700838,"2018-02-11","Target Center",12.28,0
